true_label,Twiitti_final,BERT,DistilBERT,Llama-3.1.8B-Instruct (Naive),GPT4o-mini-naive,GPT4o-mini-sophisticated,DeepSeek distilled-qwen-32B (reasoning) naive,DeepSeek distilled-qwen-32B (reasoning) sophisticated,Llama,GPT4o-mini-word_or_words_contributing_the_most (naive,GPT4o-mini-word_or_words_contributing_the_most (sophisticated with comments),GPT4o-mini-sophisticated,DeepSeek-MetaCommentsAboutReasoning
1,,1,1,1,1,1,1,0,"""corona"", ""economic"", ""sector""","construction sector, crisis, economic shock","construction sector', 'crisis', 'economic shock', 'site restrictions' - These terms indicate the impact of external factors on the construction industry, suggesting a need for corporate political activity or engagement with government policies to address these crises.",,Discussing industry challenges. Not directly about influencing policy or societal issues. 0.
0,,0,0,0,0,0,0,0,"""happy"", ""colleagues"", ""welcome"".","welcome, colleagues","new colleagues, welcome, pleasure. This tweet focuses on welcoming new employees and does not address any political issues, corporate political activity, or social activism. It is purely an announcement related to staffing and does not align with the definitions provided for political tweets.",,Announcement of new hires. Not political. 0.
1,,0,1,0,1,1,1,0,"""wind"", ""power"", ""MW""","wind power, nuclear power","wind power, nuclear power. This tweet discusses energy production statistics, specifically highlighting the output of wind and nuclear power. The mention of wind power, a significant topic in energy policy and corporate political activity, indicates a connection to political discussions surrounding energy sources and sustainability.",,Discussing energy production statistics. Not about policy influence or societal issues. 0.
0,,0,0,0,0,0,0,0,"""winter"", ""conditions"", ""home""","winter conditions, sweeping, pipes","sweeping, pipes, measures. The tweet discusses home maintenance and winter conditions, which are non-political topics focused on practical advice rather than corporate political activity, social responsibility, or activism.",,Home maintenance tips. Not political. 0.
0,,0,0,0,0,0,0,0,"""tagged"", ""along"", ""last"".",Ladies Tour of Norway,"tagged along, Ladies Tour of Norway. The tweet describes a participation in a sporting event without any reference to political activity, corporate influence, or social activism.",,Promotional content about a sports event. 0.
0,,0,0,0,0,0,0,0,"""webinar"", ""analyse"", ""environment""","analyse, SAP, cloud","SAP, cloud environments, accurate system requirements. The tweet focuses on technical aspects of SAP environments and cloud solutions, which are not related to corporate political activity, political corporate social responsibility, or corporate social activism. It lacks any reference to influencing government policies or addressing societal issues.",,Marketing a webinar. 0.
0,,0,1,0,0,0,0,0,"""train"", ""journeys"", ""transported","long-distance train journeys, rawwood, logistics","long-distance, rawwood, logistics. The tweet primarily discusses transportation statistics and logistics related to rawwood, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",, Logistics update. Not political. 0.
0,,0,0,0,0,0,0,0,"""XXXXXX"", ""years"", ""tomorrow","XXXXXXX, 130 years","XXXXXX, 130 years, congrats - The tweet primarily celebrates the anniversary of a company, which does not align with the definitions of political activity, corporate social responsibility, or activism. It focuses on a corporate milestone rather than any political engagement or societal issues.",,Anniversary announcement. 0.
0,,1,0,0,0,0,0,0,"""review"", ""exceptional"", ""year's""","development, digitalisation","development, digitalisation. The tweet focuses on the company's annual review and investments in development and digitalisation, which are more related to business operations rather than political activities or corporate social responsibility efforts.",,Discussing company investments. Not political. 0.
0,,0,0,0,0,0,0,0,"""service"", ""interruption"", ""available","service interruption, apologize","service interruption, apologize, inconvenience. This tweet primarily discusses a service interruption and does not engage with any political concepts such as corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on operational details rather than influencing government policies or addressing societal issues.",,Service update. 0.
0,,0,0,0,0,0,0,0,"Sponda"", ""consecutive"", ""evaluation""","assessment, companies, funds","XXXXX, GREB Real Estate Assessment, evaluation, companies, funds. The tweet primarily discusses a company's performance in a real estate assessment and does not reference any political activities, lobbying, or corporate social responsibility initiatives. It focuses on business metrics rather than political engagement or societal issues.",,Promotion of company performance. 0.
1,,1,1,1,1,1,1,1,"""climate"", ""biodiversity"", ""crises""","Governments, predictability, support, innovation","Climate change, biodiversity loss, governments, predictability, support, innovation, #GreenTransition. This tweet discusses the interconnectedness of climate change and biodiversity, emphasizing the role of companies and governments in addressing these crises. The mention of 'governments' and 'support for innovation' aligns with corporate political activity and political corporate social responsibility, indicating a political context.",,Discussing sustainability and the role of companies and governments. This seems to align with PCSR or CSA. 1.
0,,0,0,0,0,0,0,0,"""Easter"", ""week"", ""popular"".","Easter, treats, food","Easter, treats, food trends. The tweet discusses seasonal food trends and treats related to Easter, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on consumer behavior rather than political or corporate influence.",,Promoting Easter food. 0.
0,,0,1,1,1,1,1,1,"""reliable"", ""industry"", ""essential"".",#TowardsCarbonNeutral,"#TowardsCarbonNeutral, #Renewables. These terms indicate a focus on sustainability and environmental responsibility, which align with corporate social responsibility efforts and the broader political discourse surrounding climate change and renewable energy initiatives.",,Promoting products related to renewable energy. This could be seen as PCSR. 1.
0,,0,0,0,0,0,0,0,"""XXXXXX"", ""Resources"", ""install"".","mining, customersuccess","customersuccess, mining, pump, zinc concentration plants. The tweet primarily discusses the installation of a pump in a mining context, focusing on operational aspects and customer success, which do not align with political activities or corporate social responsibility efforts.",,"This is about installing a pump in a mining context. It mentions mining and customer success, but it's more about a business operation rather than influencing policy or societal issues. So, I'll classify this as 0."
1,,1,1,1,1,1,1,0,"""ecological"", ""sustainability"", ""future"".","Investments, ecological sustainability","Investments, ecological sustainability. The tweet discusses investments and ecological sustainability, which align with corporate political activity and corporate social responsibility concepts. It suggests a focus on long-term benefits and societal issues, indicating a political stance.",,"Talks about investments and sustainability. While sustainability can be political, this seems more about the company's operations and not directly related to CPA, PCSR, or CSA. So, 0."
1,,1,1,0,0,0,1,1,"""XXXXXXX"", ""construction"", ""site""","construction site, recycling","#sorting, recycling, building waste",," Discusses waste sorting and recycling. This relates to environmental efforts, which could be PCSR. However, it's more about a specific project than broader societal issues. Maybe 1, but I'm not sure. Let's go with 1."
0,,0,0,0,0,0,0,0,"""hiring"", ""technologies","hire, Manager, R&D, technology, products","hiring, Manager, R&D, develop, products, technologies. This tweet focuses on a job opportunity and the development of products and technologies within a company, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It is primarily about recruitment and business operations rather than political engagement or influence.",, Job recruitment. Doesn't relate to political activity. 0.
0,,0,0,0,0,0,0,0,"""recruiting"", ""hiring"", ""employees"", ""job""","hiring, recruiting, employees","hiring, recruiting, employees. This tweet focuses on job recruitment and employment opportunities, which are not aligned with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It does not address government policies, societal issues, or take a stance on controversial topics.",,"Hiring again, similar to the previous. 0."
1,,0,1,0,0,0,0,0,"""convenient"", ""healthy"", ""pleasant"", ""weather""","Cycling, healthy, winter","Cycling, convenient, healthy, winter, pleasant. The tweet focuses on the benefits of cycling during winter and promotes a healthy lifestyle, without any reference to corporate political activity, corporate social responsibility, or activism. It does not engage with government policies or societal issues in a corporate context.",,"Promotes cycling, which is about health and environment. It's a positive message but not directly political. 0."
0,,0,0,0,0,0,0,0,"""@XXXXXX"", ""@XXXXXX"", ""late"".",,"Hii, sorry, late reaction - These words indicate a casual conversation without any political context or corporate communication elements.",,"Personal message, no political content. 0."
0,,0,0,1,1,1,1,0,"""employees"", ""back to work"".",,"employees', 'back to work'. This tweet reflects a concern about employment and the desire for employees to return to work, which aligns with corporate political activity as it touches on labor policies and the relationship between employers and government regulations regarding workforce management.",,"Talks about getting employees back to work. It's about business operations, not policy influence. 0."
0,,0,0,0,0,0,0,0,of course,,"Well, of course - This tweet lacks any specific political context or terminology related to corporate political activity, political corporate social responsibility, or corporate social activism. It appears to be a general statement without any clear political implications.",,Very short and unclear. No political content. 0.
1,,1,1,1,1,1,1,1,"""circular"", ""economy"", ""steering"", ""recirculation"".",,"circular economy, effective steering measures, recirculation, attractive, disposal, burial, burning. This tweet discusses the need for effective measures to achieve the objectives of the circular economy, which aligns with corporate political activity as it implies a call for policy changes and corporate responsibility in managing materials sustainably.",,"Discusses circular economy and steering measures. This is about policy and societal issues, so it's political. 1."
0,,0,0,1,0,0,1,0,"""expanding"", ""batteryplant"", ""jobs"".",,"#jobs, #batteryplant, #Germany",,"Expansion and job creation. Business activity, not political. 0."
0,,0,0,0,0,0,0,0,"""corona"", ""companies"", ""premises"".",,"willingness, renew, work premises, corona. The tweet discusses companies' willingness to renew their work premises, which is more about corporate operations and responses to the pandemic rather than political activity or corporate social responsibility. It lacks direct references to influencing government policies or addressing societal issues in a political context.",, Talks about renewing work premises. Business operation. 0.
0,,0,0,0,0,0,0,0,"""construction"", ""industry""",,"engineering, independent thinker, renew the industry. The tweet discusses an individual's professional attributes and aspirations within the construction industry, without any reference to corporate political activity, corporate social responsibility, or activism. It focuses on personal qualities rather than political or corporate influence.",,"About an individual's qualities, not political. 0."
1,,0,0,0,0,0,0,0,"""good"", ""company"", ""stable"", ""safe""",,"stable, safe, continuous learning, development. The tweet focuses on employee welfare and job stability, which are not aligned with corporate political activity, political corporate social responsibility, or corporate social activism. It emphasizes internal company values rather than external political engagement or societal issues.",,"Company benefits, not political. 0."
1,,1,1,0,0,0,0,1,"""operating"", ""sustainable"", ""way""",,"The words 'safer' and 'sustainable' suggest a focus on operational improvements rather than political engagement. The tweet primarily promotes a conference and does not indicate any corporate political activity, social responsibility, or activism.",," Team event, sustainability mentioned. It's about the company's commitment, which could be PCSR. So, 1."
0,,0,0,0,0,0,0,0,"""growth"", ""stores"", ""Christmas",,"quick tests, strong growth, Christmas season. The tweet discusses the sale of quick tests and their potential impact on store growth during the Christmas season, which relates more to business performance and consumer behavior rather than political activity or corporate social responsibility.",,"Discusses sales and Christmas impact. Business context, not political. 0."
0,,0,0,1,1,0,0,0,"""fluency"", ""health"", ""care"", ""Nordic""",,"health care, experts, Nordic Medical Days. The tweet focuses on a specific event related to health care and does not indicate any corporate political activity, social responsibility, or activism. It promotes a discussion about health care but lacks elements that align with influencing government policies or addressing societal issues in a political context.",,Promotes healthcare services. Not directly political. 0.
0,,0,0,0,0,0,0,0,"""heating"", ""network"", ""contact""",,"fault, heating network, inquiries. The tweet discusses a technical issue related to a heating network and provides contact information for bug reports, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",,"Technical issue, no political content. 0."
0,,0,0,0,1,0,0,0,"""Pair"", ""exchange"", ""holiday"".",,"Marketing. The tweet discusses a ski holiday and marketing without any reference to corporate political activity, social responsibility, or activism.",,"Marketing message, not political. 0."
0,,0,0,1,0,0,0,0,"contract"", ""facility"", ""management"", ""services"". ",,"facilities management, plasma donation centres, manufacturing sites. The tweet primarily discusses the delivery of integrated facility management services and does not engage with any political activity, corporate social responsibility, or activism. It focuses on business operations without addressing government policies or societal issues.",,"Contract renewal, business activity. 0."
1,,1,1,1,1,1,1,1,"""municipalities"", ""energy"", ""socializing"".",,"municipal', 'climate works', 'socializing', 'climate change'. The tweet discusses the employment of young people in tasks related to municipal needs and climate works, indicating a focus on local government initiatives and societal issues, which aligns with the concepts of corporate political activity and political corporate social responsibility.",,"Employing young people in climate works. This relates to societal issues and policy, so 1."
0,,0,0,0,0,0,0,0,"""electricity"", ""distribution"", ""wireless",,"automating, electricity distribution, wireless mobile networks. The tweet focuses on a technical webinar about electricity distribution and automation, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism.",,"Promotes a webinar on automation. Business tech, not political. 0."
0,,0,0,0,0,0,0,0,"""Christmas"", ""electronic"", ""card"".",,"innocent victim, electronic Christmas card. The tweet expresses a personal opinion about sending electronic Christmas cards and does not engage with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on individual behavior rather than corporate or political issues.",,Opinion on electronic cards. Not political. 0.
0,,0,0,1,0,0,0,0,"""robots"", ""co-operation"", ""faster"", ""cost-effective"".",,"co-operation robots, faster, cost-effective, product families, GoFaTM, SWIFTTM, YuMi® Cobots. The tweet primarily discusses the introduction of new products and advancements in technology, which aligns more with corporate announcements and product marketing rather than political activity or corporate social responsibility.",,"Product expansion, business. 0."
0,,0,0,1,0,1,0,0,"""provider"", ""pandemic"", ""action"", ""Covid-19"".",,"#healthcare, global pandemic, efficient and effective action. The mention of working with a major healthcare provider during a global pandemic indicates a corporate effort to address a significant societal issue, which aligns with the concept of Political Corporate Social Responsibility (PCSR). The focus on immediate and effective action further emphasizes the corporate responsibility aspect in responding to a public health crisis.",,"Helps a hospital during a pandemic. It's about support during a crisis, which could be CSA. So, 1."
0,,0,0,0,0,0,0,0,"""tractors"", ""farm"", ""awards"".",,"tractors, awards, powered, engines. The tweet focuses on the achievements of tractors and their engines, celebrating awards without any reference to corporate political activity, social responsibility, or activism.",,Awards and engines. Business promotion. 0.
1,,1,1,1,1,1,1,1,"""circular"", ""economy"", ""rate"", ""carbon-neutral"".",,"circular economy', 'Carbon-neutral', 'practical work' - The tweet discusses the circular economy, which is a significant societal issue related to sustainability and environmental responsibility. The mention of 'Carbon-neutral circular economy' indicates a focus on corporate social responsibility and environmental activism, aligning with the concepts of political corporate social responsibility (PCSR) and corporate social activism (CSA).",,"It mentions a low circular economy rate in Finland compared to the EU average and talks about carbon-neutral solutions. This seems to address an environmental issue, which could be part of PCSR as it's about sustainability and reducing environmental impact."
0,,0,0,1,0,0,0,0,"""customers"", ""employees"", ""behavior"", ""human"".",,"customer service, behave, human. The tweet discusses customer service and employee behavior, which are not aligned with corporate political activity, political corporate social responsibility, or corporate social activism. It focuses on interpersonal interactions rather than corporate influence on government policies or societal issues.",," It discusses customer behavior and employee encounters, encouraging humanity. This seems more about internal company culture or customer relations, not directly related to influencing policies or addressing societal issues beyond their core business"
0,,0,0,0,0,0,0,0,"""creator"", ""emoji"", ""flags"".",,"Ops, Yemen; The tweet discusses a misunderstanding related to emoji flags and does not engage with any political activity, corporate social responsibility, or activism. The mention of 'Yemen' does not indicate a political stance or corporate involvement in political issues.",," It's about a technical problem with emoji flags in a product. This is a product-related issue, so it doesn't fit into any of the political categories"
0,,0,0,0,0,0,0,0,"""pumpkin"", ""season"", ""Halloween"".",,"pumpkin, decorating, season, décor, Halloween. The tweet focuses on seasonal decoration and does not address any political issues, corporate activities, or social responsibility themes.",, It's a product promotion for seasonal decor. No political elements here.
1,,0,0,1,1,1,1,0,"""diplomacy"", ""digital"", ""world"", ""implications"".",,"diplomacy, Munich Security Council, implications. The mention of 'diplomacy' and 'Munich Security Council' indicates a discussion related to political matters and international relations, aligning with the definition of political tweets as they pertain to corporate political activity and broader societal issues.",," Discussing implications for diplomacy, which could be part of CPA if it's about influencing policies or international relations through corporate actions. However, it's more about a discussion on a podcast, not direct corporate activity."
1,,0,0,0,1,0,0,0,"""downtown"", ""park"", ""hall"", ""option"".",,"The tweet discusses parking costs and public transport options, which are not directly related to corporate political activity, political corporate social responsibility, or corporate social activism. The focus is on personal experiences and logistical challenges rather than corporate influence or societal issues.",, It's a complaint about parking fees and public transport options. Not related to corporate political activity.
1,,1,1,1,1,1,1,1,"""companies"", ""solutions"", ""electricity"", ""transition"".",,"responsible solutions, transition to electricity, local distribution, service and passenger transport. This tweet discusses companies' interest in responsible solutions and a transition to electricity, which aligns with corporate social responsibility and corporate political activity as it implies a shift towards sustainable practices that may influence government policies and societal issues.",,"This is about companies moving towards sustainable energy solutions, which could be part of PCSR as it's addressing environmental issues."
1,,1,1,1,1,1,0,1,"""community"", ""working life"", ""maintain"".",,"#worktobelong', 'loneliness', 'community', 'working life', 'new ways'. This tweet discusses a social initiative aimed at addressing loneliness in the workplace, which aligns with the concept of Political Corporate Social Responsibility (PCSR). The focus on community and finding new ways to maintain it in changing working life indicates a corporate effort to address societal issues, thus classifying it as a political tweet.",," It's about a campaign to address loneliness in the workplace, which is a societal issue. This might fall under PCSR as it's a corporate effort to improve society."
0,,0,0,0,0,0,0,0,"""concept"", ""performance"", ""clarity"".",,"The words 'multi-seat job', 'clarity', and 'practicality' indicate a focus on business performance and workplace standards rather than political activity or corporate social responsibility. The tweet discusses a job won by a company and its performance, which aligns more with corporate achievements than with political engagement or influence.",," It's about a company winning a contract for their digital solutions. While it's a business achievement, it doesn't directly address political or societal issues beyond their core operations."
1,,1,1,1,1,1,1,1,"""environmental"", ""footprint"", ""climate"".",,"#Ambition4Climate, #COP26, #ClimateAction. These terms indicate a commitment to climate initiatives and corporate social responsibility, aligning with political corporate social responsibility (PCSR) and corporate social activism (CSA) as the company is actively participating in a recognized climate initiative and promoting environmental responsibility.",, This tweet mentions reducing environmental footprint and joining a climate initiative. It's definitely part of PCSR as it's about environmental responsibility.
0,,0,0,0,0,0,0,0,"""collaboration"", ""collection"", ""excited"".",,"collaboration, ocean, function, style. The tweet focuses on a product announcement and lifestyle branding rather than any political activity or corporate social responsibility efforts. There are no references to influencing government policies, societal issues, or corporate activism.",," It's about launching a new product line, which is a standard business activity. No political elements."
1,,1,1,1,1,1,1,1,"""environmental"", ""expertise"", ""sustainability"".",,"#OurPromisetotheEnvironment, #greentransition, #sustainability. These terms indicate a focus on environmental responsibility and corporate engagement in societal issues, aligning with concepts of political corporate social responsibility (PCSR) and corporate social activism (CSA).",," This is about companies focusing on environmental solutions, which aligns with PCSR"
0,,0,0,0,1,0,0,0,"""project"", ""expert"", ""detector"".",,"smoke detector, ensure, functioning, neighbors' - The tweet discusses a safety topic related to smoke detectors and community responsibility, but it does not align with corporate political activity, political corporate social responsibility, or corporate social activism as defined. It focuses on individual and community safety rather than corporate influence or societal issues in a political context.",," It's about safety measures in housing, which is more of a public service announcement rather than corporate political activity."
1,,1,1,0,0,1,1,1,"""RT"", ""XXXXXXX"".",,"investment, solar park, expands, government policies. This tweet discusses Atria's expansion of a solar park, which indicates a corporate investment in renewable energy. Such actions can be seen as aligning with corporate political activity (CPA) as they may influence government policies related to sustainability and energy. The mention of 'investment' suggests a strategic move that could be influenced by or could influence political decisions regarding energy and environmental policies.",,"This is about renewable energy investments, which is part of PCSR"
1,,1,1,1,1,1,1,1,"""genderequality"", ""role models"", ""promoting"".",,"#genderequality, #womenintech,",," It's about promoting women in tech, which is a societal issue. Companies addressing this could be part of CSA or PCSR."
0,,0,0,0,0,0,0,0,"""owners"", ""returns"", ""lucky"".",,"surplus returns, S-accounts. The tweet discusses financial returns related to a specific account type without addressing any government policies, societal issues, or corporate activism, thus it does not align with the definition of a political tweet.",," This is a financial update, not related to political activity."
1,,1,1,1,1,1,1,1,"""decarbonise"", ""operations"", ""emissions"".",,"decarbonise, CO2 emissions, UN SDGs. This tweet discusses the company's efforts to reduce carbon emissions and align with the United Nations Sustainable Development Goals (SDGs), which reflects corporate social responsibility and activism towards environmental issues, thus classifying it as political.",," This is about reducing carbon emissions, which is part of PCSR."
0,,0,0,0,1,0,1,0,"""traffic"", ""shifts"", ""travel"".",,"traffic, travel times, rail work. The tweet discusses operational changes in transportation without addressing any government policies, societal issues, or corporate activism, which are key elements of political tweets.",," This is about transportation logistics, not political."
0,,0,0,1,0,0,0,0,"""artificial"", ""intelligence"", ""training"".",,"artificial intelligence, training, staff. The tweet focuses on internal company initiatives related to training and technology, which do not align with corporate political activity, political corporate social responsibility, or corporate social activism.",," This is about internal training, not directly related to political issues."
0,,0,0,0,0,0,0,0,"""RT"", ""XXXXXXXX"".",,"Father XXXXXXX, Grimbergen Abbey, Abbey Brewer - The tweet primarily discusses a person and a brewery, with no reference to corporate political activity, social responsibility, or activism. It focuses on a specific individual and their role rather than any political or corporate influence.",," This is a product or personnel announcement, not political."
1,,1,1,0,1,1,1,0,"""RT"", ""raise"".",,"system, create, possible. The mention of 'system' and 'create' suggests a focus on structural change or improvement, which aligns with corporate political activity and the broader implications of corporate social responsibility. This indicates an interest in influencing or discussing policies or frameworks that affect society, thus classifying it as a political tweet.",," It's about salary discussions, which could be part of CSA if it's about workers' rights, but in this context, it's more about internal company matters."
1,,0,0,0,0,0,0,0,"""apartment"", ""reasonable"".",,"reasonable size, no room for more, apartment. The tweet discusses the size of an apartment and implies a personal living situation, which does not align with corporate political activity, political corporate social responsibility, or corporate social activism.",," This is a personal opinion, not corporate"
0,,0,0,0,0,0,0,0,"""figures"", ""profit"", ""report"". ",,"Revenue, Operating profit, Q3report - These terms are primarily financial and operational metrics related to the company's performance, lacking any direct reference to political activity, corporate social responsibility, or activism.",," This is a standard financial update, not political."
0,,0,0,0,0,0,0,0,"""Conference"", ""stand"", ""welcome"".",,"SHE Conference, Helsinki, stand - The tweet primarily promotes an event (SHE Conference) and does not indicate any political activity, corporate social responsibility, or activism. It focuses on attendance and participation rather than influencing government policies or addressing societal issues.",," It's about attending a conference focused on women in engineering, which could be part of CSA or PCSR."
0,,0,0,0,0,0,0,1,"""apprenticeship"", ""training"", ""teacher"".",,"apprenticeship, training, vocational schools. The tweet primarily discusses apprenticeship training and educational opportunities within the context of a specific company, Peab. It does not engage with corporate political activity, political corporate social responsibility, or corporate social activism, as it lacks references to influencing government policies or addressing societal issues beyond the company's operational focus.",," This is about education and workforce development, which could be part of PCSR."
0,,0,0,0,0,0,0,0,"""unveiled"", ""XXXXXXX"", ""appeared"".",,"T-X, XXXXXX. The tweet discusses the unveiling dates of vehicles, which is not related to corporate political activity, political corporate social responsibility, or corporate social activism.",," This is a product announcement, not political."
1,,1,1,0,1,1,1,1,"""RT"",",,"governments, stabilise, electricity derivatives market, energy. This tweet discusses the actions of the Finnish and Swedish governments in relation to the electricity market, which aligns with corporate political activity as it involves government policy and market stabilization efforts.",," This mentions government actions, which could be part of CPA if the company is influencing or responding to government policies."
0,,0,0,0,0,0,1,1,"""RT"", ""StockholmsHamn"".",,"The tweet discusses a milestone at a port for connection to onshore power, which relates to infrastructure and operational achievements rather than political activity or corporate social responsibility. The focus is on a specific operational development rather than influencing government policies or addressing societal issues.",," This is about environmental initiatives, part of PCSR"
1,,1,1,1,1,1,0,0,"""group"", ""communication"", ""perspectives"".",,"#responsibility, #communication. These words indicate a focus on corporate responsibility and communication strategies, which align with corporate political activity and political corporate social responsibility concepts.",," This is about internal communication strategies, not political."
0,,0,0,0,0,0,0,0,"""championship"", ""time"", ""Finnish"".",,"Finnish Horses National XXXXXX Work Championship. This tweet does not contain any references to corporate political activity, political corporate social responsibility, or corporate social activism. It appears to be focused on a specific event related to horses and work, which does not align with the political definitions provided.",," This is an event announcement, not related to politics.\n\n31."
0,,0,0,1,0,1,0,0,"""interoperable"", ""health"", ""approach"".",,"#healthcare, interoperable, openSERVICE, ehealth. These terms indicate a focus on improving healthcare systems, which aligns with corporate political activity and political corporate social responsibility as they suggest efforts to influence or improve societal issues related to healthcare.",," This is about technology in healthcare, which could be part of PCSR if it's about improving healthcare systems."
0,,0,0,0,0,0,0,0,"""RT"", ""XXXXXXX"".",,"high quality, delivery center, opening - The tweet focuses on the announcement of a new IT delivery center and the creation of jobs, which is more about business operations and economic activity rather than political engagement or influence on government policies.",,"This is about opening a new IT delivery center. It's a business expansion but doesn't seem to relate to influencing policies, addressing societal issues, or taking a stance on controversial topics. So, non-political (0)."
0,,0,0,0,0,0,0,0,"""restaurants"", ""open"", ""restrictions"".",,"open, restaurants, restrictions. The tweet discusses the number of open restaurants and the current restrictions, which relates to operational aspects rather than political activities or corporate social responsibility.",,"Talks about restaurants operating under restrictions. It's about business operations but not related to CPA, PCSR, or CSA. Non-political (0)."
1,,1,1,1,1,1,1,1,"""investment"", ""shift"", ""promote"". ",,"#green shift. The phrase 'green shift' indicates a focus on promoting sustainable investment and aligns with corporate political activity aimed at influencing policies related to environmental issues, which is a key aspect of political tweets.",,"Promoting investment with a green shift. This could relate to sustainability, which is part of PCSR. The use of ""green shift"" suggests an effort to address environmental issues, so it's political (1)."
0,,0,0,0,0,0,0,0,"""milestone"", ""anniversary"", ""video"".",,"150th anniversary, architecture, mill site. The tweet focuses on a company's milestone and its historical significance, which does not align with political activities or corporate social responsibility concepts. It is primarily celebratory and informational rather than political.",,Celebrating a milestone. It's about company history and doesn't address any political or societal issues. Non-political (0).
0,,0,0,0,0,0,0,0,"""thanks"", ""dress"", ""well-respected"".",,"Thanks, good work, dress code. The tweet expresses gratitude and comments on a dress code, which are not related to corporate political activity, political corporate social responsibility, or corporate social activism. It lacks any reference to influencing government policies or addressing societal issues.",,Personal thanks and mention of a dress code. No political content. Non-political (0).
1,,0,0,1,1,1,0,1,"""responsible"", ""AI"", ""practice"".",,"importance, developing AI responsibly. This tweet discusses the significance of responsible AI development, which aligns with corporate social responsibility and the broader implications of corporate actions in society.",,Discussing AI responsibly. This could relate to PCSR as it's about addressing societal issues through technology. Political (1).
0,,0,0,0,0,0,0,0,"""Merry"", ""Christmas"", ""URL"".",,"Merry Christmas - This phrase is a common holiday greeting and does not relate to corporate political activity, political corporate social responsibility, or corporate social activism. It lacks any political context or implications.",,A festive greeting. No political content. Non-political (0).
0,,0,0,1,0,0,0,0,"""S-Front"", ""Card Debit"", ""paid""",,"S-Front Card Debit, paid, October, April. The tweet discusses a specific banking product and its payment schedule, which does not align with the concepts of corporate political activity, political corporate social responsibility, or corporate social activism. It is focused on operational details rather than political engagement or influence.",, Announcing a payment delay. It's a business update without political implications. Non-political (0).
0,,0,0,1,0,0,0,1,"""electromobility"", ""battery"", ""supplier",,"successful transition, leading supplier, electromobility, battery - The tweet focuses on the company's business development and its position in the market related to electromobility and battery supply, which does not align with the definitions of corporate political activity, political corporate social responsibility, or corporate social activism.",,"Discussing business transition into electromobility. This relates to sustainability, which is part of PCSR. Political (1)."
1,,1,1,1,0,1,1,1,"""partnership"", ""climate-friendly"", ""Terminal"".",,"climate-friendly operation', 'partnership', 'installation work'. This tweet discusses a partnership related to a project that emphasizes climate-friendly operations, which aligns with corporate social responsibility and corporate political activity by indicating a commitment to sustainability and responsible business practices.",," Ensuring climate-friendly operations. This is about environmental sustainability, so it's PCSR. Political (1)."
1,,0,0,1,1,1,1,0,"""employment"", ""concrete"", ""rechargeable"".",,"employment effects, concrete, choosing a car made in Finland. This tweet discusses the positive impact of choosing domestically made cars on employment, which aligns with the concept of corporate political activity (CPA) as it highlights the relationship between corporate decisions and their societal implications.",, Promoting cars made in Finland for employment. It's about business and employment but not directly political. Non-political (0).
0,,1,1,1,1,1,1,1,"""future"", ""rural"", ""areas"".",,"future of rural areas', 'Discussion', '@XXXXX' - The phrase 'future of rural areas' suggests a focus on societal issues related to rural development, which aligns with corporate political activity and corporate social responsibility. The mention of a discussion indicates engagement with stakeholders, which is a key aspect of political discourse.",,"Discussing rural areas' future. It's about societal issues, possibly related to PCSR. Political (1)."
0,,0,0,0,0,0,0,0,"""children"", ""car"".",,"Good, load, children, car. The tweet does not contain any references to corporate political activity, political corporate social responsibility, or corporate social activism. It appears to be a casual comment about loading children and a car, lacking any political context or corporate implications.",,Personal comment about loading children and a car. No political content. Non-political (0).
1,,1,1,1,1,1,1,1,"""climate"", ""district"", ""heating"".",,"#climate change, 'district heating system', 'customer costs' - The mention of '#climate change' indicates a societal issue that is often addressed in corporate social responsibility contexts. Additionally, discussing a 'district heating system' in relation to 'customer costs' suggests a corporate effort to balance business interests with environmental concerns, aligning with concepts of political corporate social responsibility (PCSR).",,Addressing climate change through heating systems. This is PCSR. Political (1).
0,,0,0,1,1,1,0,0,"""financial"", ""customers"", ""well-being"".",,"#save Bank, #destiny Bank, influence, financial well-being",,Job recruitment in marketing. Not political. Non-political (0).
1,,1,1,1,1,1,1,1,"""sustainability"", ""nature"", ""biodiversity"".",,"#COP15, 'global deal', 'protect nature', 'Nature Positive future'",,Discussing COP15 and biodiversity targets. This is clearly related to sustainability and PCSR. Political (1).
1,,1,1,1,1,1,1,1,"""Ukraine"", ""Russia"", ""interrupt"".",,"situation in Ukraine, interrupt the sale of Russian products. This tweet indicates a corporate stance on a geopolitical issue, reflecting corporate social activism (CSA) by taking a public position against the sale of Russian products in response to the situation in Ukraine.",," Taking a stance on Ukraine, which is a political issue. This is CSA. Political (1)."
